ID,Hours,Machine ID,Department,MSEB Zone,KWH Reading,Consumption,P#F,Parts produced,Molten Metal,Batch ID,Cost of Energy,KWH_Tonne,KWH_part,Date
216,7,IF1,Melting,Zone B,193472,612,0.89,0,895,B0320,"₹ 4,284.00",683.7988827,0,12-Aug-24
235,6,IF1,Melting,Zone B,207478,633,0.89,0,912,B0343,"₹ 4,431.00",694.0789474,0,13-Aug-24
237,15,IF1,Melting,Zone B,54195,614,0.89,0,884,B0088,"₹ 4,298.00",694.5701357,0,2-Aug-24
253,16,IF1,Melting,Zone B,11403,621,0.89,0,884,B0017,"₹ 4,347.00",702.4886878,0,30-Jul-24
262,10,IF1,Melting,Zone C,151899,592,0.89,0,839,B0251,"₹ 5,328.00",705.601907,0,9-Aug-24
263,2,IF1,Melting,Zone A,204976,589,0.89,0,834,B0339,"₹ 2,945.00",706.235012,0,13-Aug-24
264,18,IF1,Melting,Zone D,12597,565,0.89,0,800,B0019,"₹ 6,215.00",706.25,0,30-Jul-24
266,11,IF1,Melting,Zone C,22701,633,0.89,0,895,B0036,"₹ 5,697.00",707.2625698,0,31-Jul-24
268,7,IF1,Melting,Zone B,121277,635,0.89,0,896,B0200,"₹ 4,445.00",708.7053571,0,7-Aug-24
271,16,IF1,Melting,Zone B,199001,607,0.89,0,856,B0329,"₹ 4,249.00",709.1121495,0,12-Aug-24
272,1,IF1,Melting,Zone A,16688,574,0.89,0,809,B0026,"₹ 2,870.00",709.5179234,0,31-Jul-24
273,5,IF1,Melting,Zone A,4714,573,0.89,0,807,B0006,"₹ 2,865.00",710.0371747,0,30-Jul-24
300,10,IF1,Melting,Zone C,22068,644,0.89,0,891,B0035,"₹ 5,796.00",722.7833895,0,31-Jul-24
306,17,IF1,Melting,Zone B,170804,636,0.89,0,873,B0282,"₹ 4,452.00",728.5223368,0,10-Aug-24
308,15,IF1,Melting,Zone B,97382,635,0.89,0,870,B0160,"₹ 4,445.00",729.8850575,0,5-Aug-24
311,22,IF1,Melting,Zone A,86929,593,0.89,0,812,B0143,"₹ 2,965.00",730.2955665,0,4-Aug-24
322,4,IF1,Melting,Zone A,76346,613,0.89,0,827,B0125,"₹ 3,065.00",741.2333736,0,4-Aug-24
328,0,IF1,Melting,Zone A,131452,628,0.89,0,835,B0217,"₹ 3,140.00",752.0958084,0,8-Aug-24
338,13,IF1,Melting,Zone B,211623,650,0.89,0,846,B0350,"₹ 4,550.00",768.321513,0,13-Aug-24
348,12,IF1,Melting,Zone B,167779,647,0.89,0,830,B0277,"₹ 4,529.00",779.5180723,0,10-Aug-24
351,12,IF1,Melting,Zone B,8990,642,0.89,0,820,B0013,"₹ 4,494.00",782.9268293,0,30-Jul-24
356,4,IF1,Melting,Zone A,105036,650,0.89,0,822,B0173,"₹ 3,250.00",790.7542579,0,6-Aug-24
358,5,IF1,Melting,Zone A,48204,648,0.89,0,812,B0078,"₹ 3,240.00",798.0295567,0,2-Aug-24
8,16,IF1,Melting,Zone B,40396,558,0.88,0,977,B0065,"₹ 3,906.00",571.136131,0,1-Aug-24
11,22,IF1,Melting,Zone A,202520,571,0.88,0,995,B0335,"₹ 2,855.00",573.8693467,0,12-Aug-24
12,22,IF1,Melting,Zone A,72683,562,0.88,0,979,B0119,"₹ 2,810.00",574.0551583,0,3-Aug-24
17,10,IF1,Melting,Zone C,181002,576,0.88,0,991,B0299,"₹ 5,184.00",581.2310797,0,11-Aug-24
24,14,IF1,Melting,Zone B,24448,579,0.88,0,989,B0039,"₹ 4,053.00",585.4398382,0,31-Jul-24
28,16,IF1,Melting,Zone B,83440,567,0.88,0,965,B0137,"₹ 3,969.00",587.5647668,0,4-Aug-24
30,1,IF1,Melting,Zone A,189897,555,0.88,0,943,B0314,"₹ 2,775.00",588.5471898,0,12-Aug-24
34,20,IF1,Melting,Zone D,57141,572,0.88,0,965,B0093,"₹ 6,292.00",592.746114,0,2-Aug-24
35,14,IF1,Melting,Zone B,168985,581,0.88,0,977,B0279,"₹ 4,067.00",594.6775844,0,10-Aug-24
38,18,IF1,Melting,Zone D,99124,551,0.88,0,924,B0163,"₹ 6,061.00",596.3203463,0,5-Aug-24
42,8,IF1,Melting,Zone B,179845,551,0.88,0,914,B0297,"₹ 3,857.00",602.8446389,0,11-Aug-24
49,20,IF1,Melting,Zone D,128990,573,0.88,0,940,B0213,"₹ 6,303.00",609.5744681,0,7-Aug-24
51,12,IF1,Melting,Zone B,210973,557,0.88,0,912,B0349,"₹ 3,899.00",610.745614,0,13-Aug-24
56,7,IF1,Melting,Zone B,135695,599,0.88,0,978,B0224,"₹ 4,193.00",612.4744376,0,8-Aug-24
57,3,IF1,Melting,Zone A,89992,600,0.88,0,979,B0148,"₹ 3,000.00",612.8702758,0,5-Aug-24
66,4,IF1,Melting,Zone A,148182,575,0.88,0,932,B0245,"₹ 2,875.00",616.9527897,0,9-Aug-24
80,11,IF1,Melting,Zone C,80535,576,0.88,0,919,B0132,"₹ 5,184.00",626.7682263,0,4-Aug-24
85,5,IF1,Melting,Zone A,76932,586,0.88,0,934,B0126,"₹ 2,930.00",627.4089936,0,4-Aug-24
94,0,IF1,Melting,Zone A,59438,570,0.88,0,904,B0097,"₹ 2,850.00",630.5309735,0,3-Aug-24
104,23,IF1,Melting,Zone A,145134,580,0.88,0,915,B0240,"₹ 2,900.00",633.8797814,0,8-Aug-24
106,3,IF1,Melting,Zone A,75733,609,0.88,0,959,B0124,"₹ 3,045.00",635.0364964,0,4-Aug-24
109,22,IF1,Melting,Zone A,144554,591,0.88,0,928,B0239,"₹ 2,955.00",636.8534483,0,8-Aug-24
110,16,IF1,Melting,Zone B,140970,562,0.88,0,882,B0233,"₹ 3,934.00",637.1882086,0,8-Aug-24
121,9,IF1,Melting,Zone C,194732,615,0.88,0,956,B0322,"₹ 5,535.00",643.3054393,0,12-Aug-24
124,3,IF1,Melting,Zone A,118756,555,0.88,0,862,B0196,"₹ 2,775.00",643.8515081,0,7-Aug-24
134,3,IF1,Melting,Zone A,205603,627,0.88,0,967,B0340,"₹ 3,135.00",648.3971044,0,13-Aug-24
144,22,IF1,Melting,Zone A,14901,587,0.88,0,902,B0023,"₹ 2,935.00",650.7760532,0,30-Jul-24
150,21,IF1,Melting,Zone D,28725,607,0.88,0,929,B0046,"₹ 6,677.00",653.3907427,0,31-Jul-24
159,9,IF1,Melting,Zone C,36101,592,0.88,0,903,B0058,"₹ 5,328.00",655.5924695,0,1-Aug-24
165,9,IF1,Melting,Zone C,209261,638,0.88,0,969,B0346,"₹ 5,742.00",658.4107327,0,13-Aug-24
167,0,IF1,Melting,Zone A,116978,616,0.88,0,935,B0193,"₹ 3,080.00",658.8235294,0,7-Aug-24
172,2,IF1,Melting,Zone A,190452,555,0.88,0,840,B0315,"₹ 2,775.00",660.7142857,0,12-Aug-24
175,15,IF1,Melting,Zone B,126086,598,0.88,0,903,B0208,"₹ 4,186.00",662.2369878,0,7-Aug-24
177,7,IF1,Melting,Zone B,150056,606,0.88,0,913,B0248,"₹ 4,242.00",663.7458927,0,9-Aug-24
178,15,IF1,Melting,Zone B,82873,560,0.88,0,843,B0136,"₹ 3,920.00",664.2941874,0,4-Aug-24
194,17,IF1,Melting,Zone B,199589,588,0.88,0,874,B0330,"₹ 4,116.00",672.7688787,0,12-Aug-24
212,13,IF1,Melting,Zone B,9573,583,0.88,0,855,B0014,"₹ 4,081.00",681.871345,0,30-Jul-24
218,23,IF1,Melting,Zone A,188775,596,0.88,0,870,B0312,"₹ 2,980.00",685.0574713,0,11-Aug-24
221,15,IF1,Melting,Zone B,198394,624,0.88,0,910,B0328,"₹ 4,368.00",685.7142857,0,12-Aug-24
228,7,IF1,Melting,Zone B,179294,621,0.88,0,903,B0296,"₹ 4,347.00",687.7076412,0,11-Aug-24
230,3,IF1,Melting,Zone A,17930,606,0.88,0,877,B0028,"₹ 3,030.00",690.9920182,0,31-Jul-24
233,23,IF1,Melting,Zone A,116362,629,0.88,0,907,B0192,"₹ 3,145.00",693.4950386,0,6-Aug-24
239,8,IF1,Melting,Zone B,6511,620,0.88,0,892,B0009,"₹ 4,340.00",695.0672646,0,30-Jul-24
246,2,IF1,Melting,Zone A,118201,626,0.88,0,896,B0195,"₹ 3,130.00",698.6607143,0,7-Aug-24
250,16,IF1,Melting,Zone B,155534,629,0.88,0,898,B0257,"₹ 4,403.00",700.4454343,0,9-Aug-24
251,18,IF1,Melting,Zone D,41605,563,0.88,0,803,B0067,"₹ 6,193.00",701.120797,0,1-Aug-24
254,6,IF1,Melting,Zone B,178673,613,0.88,0,872,B0295,"₹ 4,291.00",702.9816514,0,11-Aug-24
255,17,IF1,Melting,Zone B,69687,580,0.88,0,825,B0114,"₹ 4,060.00",703.030303,0,3-Aug-24
257,4,IF1,Melting,Zone A,133832,617,0.88,0,877,B0221,"₹ 3,085.00",703.5347777,0,8-Aug-24
258,1,IF1,Melting,Zone A,74489,630,0.88,0,895,B0122,"₹ 3,150.00",703.9106145,0,4-Aug-24
259,4,IF1,Melting,Zone A,4141,600,0.88,0,852,B0005,"₹ 3,000.00",704.2253521,0,30-Jul-24
274,23,IF1,Melting,Zone A,29992,625,0.88,0,880,B0048,"₹ 3,125.00",710.2272727,0,31-Jul-24
280,12,IF1,Melting,Zone B,23297,596,0.88,0,836,B0037,"₹ 4,172.00",712.9186603,0,31-Jul-24
283,11,IF1,Melting,Zone C,94955,607,0.88,0,850,B0156,"₹ 5,463.00",714.1176471,0,5-Aug-24
288,15,IF1,Melting,Zone B,10782,631,0.88,0,882,B0016,"₹ 4,417.00",715.4195011,0,30-Jul-24
292,11,IF1,Melting,Zone C,167132,648,0.88,0,904,B0276,"₹ 5,832.00",716.8141593,0,10-Aug-24
293,23,IF1,Melting,Zone A,203145,625,0.88,0,870,B0336,"₹ 3,125.00",718.3908046,0,12-Aug-24
295,0,IF1,Melting,Zone A,160464,635,0.88,0,881,B0265,"₹ 3,175.00",720.7718502,0,10-Aug-24
296,6,IF1,Melting,Zone B,19665,582,0.88,0,807,B0031,"₹ 4,074.00",721.1895911,0,31-Jul-24
298,9,IF1,Melting,Zone C,64821,638,0.88,0,884,B0106,"₹ 5,742.00",721.719457,0,3-Aug-24
299,8,IF1,Melting,Zone B,64183,616,0.88,0,853,B0105,"₹ 4,312.00",722.1570926,0,3-Aug-24
303,11,IF1,Melting,Zone C,181644,642,0.88,0,883,B0300,"₹ 5,778.00",727.0668177,0,11-Aug-24
318,20,IF1,Melting,Zone D,100312,622,0.88,0,843,B0165,"₹ 6,842.00",737.8410439,0,5-Aug-24
323,19,IF1,Melting,Zone D,113953,621,0.88,0,836,B0188,"₹ 6,831.00",742.8229665,0,6-Aug-24
327,14,IF1,Melting,Zone B,53581,603,0.88,0,803,B0087,"₹ 4,221.00",750.9339975,0,2-Aug-24
331,16,IF1,Melting,Zone B,170168,621,0.88,0,820,B0281,"₹ 4,347.00",757.3170732,0,10-Aug-24
332,5,IF1,Melting,Zone A,178060,628,0.88,0,825,B0294,"₹ 3,140.00",761.2121212,0,11-Aug-24
341,6,IF1,Melting,Zone B,149450,635,0.88,0,824,B0247,"₹ 4,445.00",770.631068,0,9-Aug-24
346,22,IF1,Melting,Zone A,29367,642,0.88,0,826,B0047,"₹ 3,210.00",777.2397094,0,31-Jul-24
347,19,IF1,Melting,Zone D,128417,627,0.88,0,806,B0212,"₹ 6,897.00",777.9156328,0,7-Aug-24
352,21,IF1,Melting,Zone D,129621,631,0.88,0,805,B0214,"₹ 6,941.00",783.8509317,0,7-Aug-24
354,6,IF1,Melting,Zone B,34246,646,0.88,0,822,B0055,"₹ 4,522.00",785.8880779,0,1-Aug-24
360,17,IF1,Melting,Zone B,156181,647,0.88,0,806,B0258,"₹ 4,529.00",802.7295285,0,9-Aug-24
2,21,IF1,Melting,Zone D,187534,555,0.86,0,999,B0310,"₹ 6,105.00",555.5555556,0,11-Aug-24
5,20,IF1,Melting,Zone D,13739,551,0.86,0,967,B0021,"₹ 6,061.00",569.803516,0,30-Jul-24
13,23,IF1,Melting,Zone A,73237,554,0.86,0,964,B0120,"₹ 2,770.00",574.6887967,0,3-Aug-24
19,0,IF1,Melting,Zone A,16114,577,0.86,0,992,B0025,"₹ 2,885.00",581.6532258,0,31-Jul-24
22,17,IF1,Melting,Zone B,98573,566,0.86,0,969,B0162,"₹ 3,962.00",584.1073271,0,5-Aug-24
27,19,IF1,Melting,Zone D,85175,565,0.86,0,962,B0140,"₹ 6,215.00",587.3180873,0,4-Aug-24
31,11,IF1,Melting,Zone C,137986,582,0.86,0,986,B0228,"₹ 5,238.00",590.2636917,0,8-Aug-24
33,13,IF1,Melting,Zone B,23869,572,0.86,0,965,B0038,"₹ 4,004.00",592.746114,0,31-Jul-24
36,21,IF1,Melting,Zone D,216434,560,0.86,0,940,B0358,"₹ 6,160.00",595.7446809,0,13-Aug-24
39,2,IF1,Melting,Zone A,161666,563,0.86,0,941,B0267,"₹ 2,815.00",598.2996812,0,10-Aug-24
40,20,IF1,Melting,Zone D,143341,579,0.86,0,966,B0237,"₹ 6,369.00",599.378882,0,8-Aug-24
41,14,IF1,Melting,Zone B,10151,578,0.86,0,964,B0015,"₹ 4,046.00",599.5850622,0,30-Jul-24
46,7,IF1,Melting,Zone B,5891,558,0.86,0,924,B0008,"₹ 3,906.00",603.8961039,0,30-Jul-24
47,4,IF1,Melting,Zone A,61808,563,0.86,0,932,B0101,"₹ 2,815.00",604.0772532,0,3-Aug-24
50,7,IF1,Melting,Zone B,78165,598,0.86,0,981,B0128,"₹ 4,186.00",609.5820591,0,4-Aug-24
55,12,IF1,Melting,Zone B,37974,602,0.86,0,983,B0061,"₹ 4,214.00",612.4109868,0,1-Aug-24
59,21,IF1,Melting,Zone D,173146,578,0.86,0,942,B0286,"₹ 6,358.00",613.5881104,0,10-Aug-24
63,9,IF1,Melting,Zone C,136825,556,0.86,0,903,B0226,"₹ 5,004.00",615.7253599,0,8-Aug-24
64,15,IF1,Melting,Zone B,111606,590,0.86,0,958,B0184,"₹ 4,130.00",615.8663883,0,6-Aug-24
69,8,IF1,Melting,Zone B,150660,604,0.86,0,974,B0249,"₹ 4,228.00",620.1232033,0,9-Aug-24
73,19,IF1,Melting,Zone D,56569,554,0.86,0,889,B0092,"₹ 6,094.00",623.1721035,0,2-Aug-24
76,5,IF1,Melting,Zone A,91240,613,0.86,0,982,B0150,"₹ 3,065.00",624.2362525,0,5-Aug-24
78,10,IF1,Melting,Zone C,7745,600,0.86,0,958,B0011,"₹ 5,400.00",626.3048017,0,30-Jul-24
88,13,IF1,Melting,Zone B,182803,573,0.86,0,911,B0302,"₹ 4,011.00",628.9791438,0,11-Aug-24
89,8,IF1,Melting,Zone B,50023,579,0.86,0,920,B0081,"₹ 4,053.00",629.3478261,0,2-Aug-24
96,20,IF1,Melting,Zone D,157952,584,0.86,0,925,B0261,"₹ 6,424.00",631.3513514,0,9-Aug-24
98,19,IF1,Melting,Zone D,13188,591,0.86,0,935,B0020,"₹ 6,501.00",632.0855615,0,30-Jul-24
122,4,IF1,Melting,Zone A,90627,635,0.86,0,987,B0149,"₹ 3,175.00",643.3637285,0,5-Aug-24
123,8,IF1,Melting,Zone B,136269,574,0.86,0,892,B0225,"₹ 4,018.00",643.4977578,0,8-Aug-24
127,0,IF1,Melting,Zone A,102696,635,0.86,0,985,B0169,"₹ 3,175.00",644.6700508,0,6-Aug-24
137,3,IF1,Melting,Zone A,32370,573,0.86,0,883,B0052,"₹ 2,865.00",648.9241223,0,1-Aug-24
141,8,IF1,Melting,Zone B,107409,601,0.86,0,924,B0177,"₹ 4,207.00",650.4329004,0,6-Aug-24
149,2,IF1,Melting,Zone A,2950,555,0.86,0,850,B0003,"₹ 2,775.00",652.9411765,0,30-Jul-24
153,1,IF1,Melting,Zone A,88750,582,0.86,0,889,B0146,"₹ 2,910.00",654.6681665,0,5-Aug-24
169,12,IF1,Melting,Zone B,182230,586,0.86,0,889,B0301,"₹ 4,102.00",659.167604,0,11-Aug-24
171,1,IF1,Melting,Zone A,146356,635,0.86,0,962,B0242,"₹ 3,175.00",660.0831601,0,9-Aug-24
174,19,IF1,Melting,Zone D,70904,629,0.86,0,950,B0116,"₹ 6,919.00",662.1052632,0,3-Aug-24
182,6,IF1,Melting,Zone B,163996,604,0.86,0,908,B0271,"₹ 4,228.00",665.1982379,0,10-Aug-24
183,9,IF1,Melting,Zone C,50635,612,0.86,0,919,B0082,"₹ 5,508.00",665.9412405,0,2-Aug-24
184,11,IF1,Melting,Zone C,152543,644,0.86,0,967,B0252,"₹ 5,796.00",665.9772492,0,9-Aug-24
186,1,IF1,Melting,Zone A,132091,639,0.86,0,958,B0218,"₹ 3,195.00",667.0146138,0,8-Aug-24
187,23,IF1,Melting,Zone A,130824,620,0.86,0,929,B0216,"₹ 3,100.00",667.3842842,0,7-Aug-24
191,16,IF1,Melting,Zone B,98007,625,0.86,0,933,B0161,"₹ 4,375.00",669.8821008,0,5-Aug-24
195,8,IF1,Melting,Zone B,208623,579,0.86,0,859,B0345,"₹ 4,053.00",674.0395809,0,13-Aug-24
199,11,IF1,Melting,Zone C,37372,636,0.86,0,941,B0060,"₹ 5,724.00",675.8767269,0,1-Aug-24
201,19,IF1,Melting,Zone D,27523,643,0.86,0,947,B0044,"₹ 7,073.00",678.9862724,0,31-Jul-24
207,3,IF1,Melting,Zone A,46935,552,0.86,0,812,B0076,"₹ 2,760.00",679.8029557,0,2-Aug-24
209,2,IF1,Melting,Zone A,89392,642,0.86,0,944,B0147,"₹ 3,210.00",680.0847458,0,5-Aug-24
211,22,IF1,Melting,Zone A,58272,572,0.86,0,840,B0095,"₹ 2,860.00",680.952381,0,2-Aug-24
222,14,IF1,Melting,Zone B,139773,598,0.86,0,872,B0231,"₹ 4,186.00",685.7798165,0,8-Aug-24
223,0,IF1,Melting,Zone A,88168,629,0.86,0,917,B0145,"₹ 3,145.00",685.9323882,0,5-Aug-24
224,20,IF1,Melting,Zone D,201397,564,0.86,0,822,B0333,"₹ 6,204.00",686.1313869,0,12-Aug-24
229,13,IF1,Melting,Zone B,197192,628,0.86,0,913,B0326,"₹ 4,396.00",687.8422782,0,12-Aug-24
231,12,IF1,Melting,Zone B,153164,621,0.86,0,897,B0253,"₹ 4,347.00",692.3076923,0,9-Aug-24
234,15,IF1,Melting,Zone B,39838,632,0.86,0,911,B0064,"₹ 4,424.00",693.7431394,0,1-Aug-24
236,10,IF1,Melting,Zone C,166484,636,0.86,0,916,B0275,"₹ 5,724.00",694.3231441,0,10-Aug-24
243,13,IF1,Melting,Zone B,38620,646,0.86,0,927,B0062,"₹ 4,522.00",696.8716289,0,1-Aug-24
245,23,IF1,Melting,Zone A,174364,648,0.86,0,928,B0288,"₹ 3,240.00",698.2758621,0,10-Aug-24
247,17,IF1,Melting,Zone B,55390,620,0.86,0,887,B0090,"₹ 4,340.00",698.9853439,0,2-Aug-24
267,6,IF1,Melting,Zone B,192860,573,0.86,0,810,B0319,"₹ 4,011.00",707.4074074,0,12-Aug-24
276,22,IF1,Melting,Zone A,44073,589,0.86,0,828,B0071,"₹ 2,945.00",711.352657,0,1-Aug-24
290,1,IF1,Melting,Zone A,161103,639,0.86,0,892,B0266,"₹ 3,195.00",716.367713,0,10-Aug-24
301,11,IF1,Melting,Zone C,123719,611,0.86,0,844,B0204,"₹ 5,499.00",723.9336493,0,7-Aug-24
310,1,IF1,Melting,Zone A,60038,600,0.86,0,822,B0098,"₹ 3,000.00",729.9270073,0,3-Aug-24
312,11,IF1,Melting,Zone C,8348,603,0.86,0,825,B0012,"₹ 5,427.00",730.9090909,0,30-Jul-24
315,13,IF1,Melting,Zone B,52978,614,0.86,0,836,B0086,"₹ 4,298.00",734.4497608,0,2-Aug-24
316,18,IF1,Melting,Zone D,26880,599,0.86,0,812,B0043,"₹ 6,589.00",737.6847291,0,31-Jul-24
317,5,IF1,Melting,Zone A,148815,633,0.86,0,858,B0246,"₹ 3,165.00",737.7622378,0,9-Aug-24
319,1,IF1,Melting,Zone A,117575,597,0.86,0,809,B0194,"₹ 2,985.00",737.9480841,0,7-Aug-24
324,9,IF1,Melting,Zone C,151307,647,0.86,0,868,B0250,"₹ 5,823.00",745.3917051,0,9-Aug-24
325,10,IF1,Melting,Zone C,108695,637,0.86,0,854,B0179,"₹ 5,733.00",745.9016393,0,6-Aug-24
329,4,IF1,Melting,Zone A,191672,610,0.86,0,810,B0317,"₹ 3,050.00",753.0864198,0,12-Aug-24
330,14,IF1,Melting,Zone B,212268,645,0.86,0,856,B0351,"₹ 4,515.00",753.5046729,0,13-Aug-24
334,17,IF1,Melting,Zone B,12032,629,0.86,0,823,B0018,"₹ 4,403.00",764.2770352,0,30-Jul-24
337,8,IF1,Melting,Zone B,194117,645,0.86,0,840,B0321,"₹ 4,515.00",767.8571429,0,12-Aug-24
339,4,IF1,Melting,Zone A,119385,629,0.86,0,817,B0197,"₹ 3,145.00",769.8898409,0,7-Aug-24
342,2,IF1,Melting,Zone A,75124,635,0.86,0,821,B0123,"₹ 3,175.00",773.4470158,0,4-Aug-24
344,5,IF1,Melting,Zone A,120010,625,0.86,0,807,B0198,"₹ 3,125.00",774.4733581,0,7-Aug-24
345,9,IF1,Melting,Zone C,93728,629,0.86,0,810,B0154,"₹ 5,661.00",776.5432099,0,5-Aug-24
349,18,IF1,Melting,Zone D,214759,647,0.86,0,829,B0355,"₹ 7,117.00",780.4583836,0,13-Aug-24
357,9,IF1,Melting,Zone C,165848,635,0.86,0,802,B0274,"₹ 5,715.00",791.7705736,0,10-Aug-24
359,9,IF1,Melting,Zone C,108058,649,0.86,0,810,B0178,"₹ 5,841.00",801.2345679,0,6-Aug-24
369,8,IF2,Melting,Zone B,6607,639,0.92,0,987,B0369,"₹ 4,473.00",647.4164134,0,30-Jul-24
371,10,IF2,Melting,Zone C,7868,640,0.92,0,972,B0371,"₹ 5,760.00",658.436214,0,30-Jul-24
375,14,IF2,Melting,Zone B,10320,609,0.92,0,928,B0375,"₹ 4,263.00",656.25,0,30-Jul-24
380,19,IF2,Melting,Zone D,13349,639,0.92,0,968,B0380,"₹ 7,029.00",660.1239669,0,30-Jul-24
383,22,IF2,Melting,Zone A,15103,554,0.92,0,919,B0383,"₹ 2,770.00",602.8291621,0,30-Jul-24
386,1,IF2,Melting,Zone A,16937,635,0.92,0,927,B0386,"₹ 3,175.00",685.0053937,0,31-Jul-24
391,6,IF2,Melting,Zone B,19834,587,0.92,0,809,B0391,"₹ 4,109.00",725.5871446,0,31-Jul-24
392,7,IF2,Melting,Zone B,20393,559,0.92,0,878,B0392,"₹ 3,913.00",636.6742597,0,31-Jul-24
395,10,IF2,Melting,Zone C,22167,638,0.92,0,924,B0395,"₹ 5,742.00",690.4761905,0,31-Jul-24
403,18,IF2,Melting,Zone D,26947,616,0.92,0,829,B0403,"₹ 6,776.00",743.0639324,0,31-Jul-24
404,19,IF2,Melting,Zone D,27590,643,0.92,0,974,B0404,"₹ 7,073.00",660.164271,0,31-Jul-24
415,6,IF2,Melting,Zone B,34149,589,0.92,0,868,B0415,"₹ 4,123.00",678.5714286,0,1-Aug-24
420,11,IF2,Melting,Zone C,37254,647,0.92,0,839,B0420,"₹ 5,823.00",771.1561383,0,1-Aug-24
429,20,IF2,Melting,Zone D,42541,578,0.92,0,917,B0429,"₹ 6,358.00",630.3162486,0,1-Aug-24
430,21,IF2,Melting,Zone D,43173,632,0.92,0,997,B0430,"₹ 6,952.00",633.9017051,0,1-Aug-24
432,23,IF2,Melting,Zone A,44311,580,0.92,0,923,B0432,"₹ 2,900.00",628.3856988,0,1-Aug-24
433,0,IF2,Melting,Zone A,44942,631,0.92,0,855,B0433,"₹ 3,155.00",738.0116959,0,2-Aug-24
434,1,IF2,Melting,Zone A,45541,599,0.92,0,900,B0434,"₹ 2,995.00",665.5555556,0,2-Aug-24
439,6,IF2,Melting,Zone B,48566,635,0.92,0,957,B0439,"₹ 4,445.00",663.5318704,0,2-Aug-24
450,17,IF2,Melting,Zone B,55373,629,0.92,0,926,B0450,"₹ 4,403.00",679.2656587,0,2-Aug-24
461,4,IF2,Melting,Zone A,61910,623,0.92,0,924,B0461,"₹ 3,115.00",674.2424242,0,3-Aug-24
463,6,IF2,Melting,Zone B,63108,575,0.92,0,970,B0463,"₹ 4,025.00",592.7835052,0,3-Aug-24
465,8,IF2,Melting,Zone B,64338,636,0.92,0,930,B0465,"₹ 4,452.00",683.8709677,0,3-Aug-24
466,9,IF2,Melting,Zone C,64933,595,0.92,0,890,B0466,"₹ 5,355.00",668.5393258,0,3-Aug-24
473,16,IF2,Melting,Zone B,69146,609,0.92,0,945,B0473,"₹ 4,263.00",644.4444444,0,3-Aug-24
474,17,IF2,Melting,Zone B,69720,574,0.92,0,901,B0474,"₹ 4,018.00",637.0699223,0,3-Aug-24
486,5,IF2,Melting,Zone A,76792,627,0.92,0,866,B0486,"₹ 3,135.00",724.0184758,0,4-Aug-24
492,11,IF2,Melting,Zone C,80265,575,0.92,0,855,B0492,"₹ 5,175.00",672.5146199,0,4-Aug-24
497,16,IF2,Melting,Zone B,83285,552,0.92,0,997,B0497,"₹ 3,864.00",553.6609829,0,4-Aug-24
501,20,IF2,Melting,Zone D,85664,603,0.92,0,806,B0501,"₹ 6,633.00",748.1389578,0,4-Aug-24
510,5,IF2,Melting,Zone A,91149,628,0.92,0,926,B0510,"₹ 3,140.00",678.1857451,0,5-Aug-24
514,9,IF2,Melting,Zone C,93481,554,0.92,0,941,B0514,"₹ 4,986.00",588.7353879,0,5-Aug-24
515,10,IF2,Melting,Zone C,94107,626,0.92,0,881,B0515,"₹ 5,634.00",710.5561862,0,5-Aug-24
521,16,IF2,Melting,Zone B,97837,614,0.92,0,977,B0521,"₹ 4,298.00",628.4544524,0,5-Aug-24
526,21,IF2,Melting,Zone D,100836,615,0.92,0,924,B0526,"₹ 6,765.00",665.5844156,0,5-Aug-24
527,22,IF2,Melting,Zone A,101398,562,0.92,0,842,B0527,"₹ 2,810.00",667.4584323,0,5-Aug-24
528,23,IF2,Melting,Zone A,102025,627,0.92,0,862,B0528,"₹ 3,135.00",727.3781903,0,5-Aug-24
532,3,IF2,Melting,Zone A,104504,626,0.92,0,997,B0532,"₹ 3,130.00",627.883651,0,6-Aug-24
534,5,IF2,Melting,Zone A,105749,609,0.92,0,875,B0534,"₹ 3,045.00",696,0,6-Aug-24
549,20,IF2,Melting,Zone D,114924,632,0.92,0,968,B0549,"₹ 6,952.00",652.892562,0,6-Aug-24
550,21,IF2,Melting,Zone D,115519,595,0.92,0,995,B0550,"₹ 6,545.00",597.9899497,0,6-Aug-24
551,22,IF2,Melting,Zone A,116093,574,0.92,0,950,B0551,"₹ 2,870.00",604.2105263,0,6-Aug-24
562,9,IF2,Melting,Zone C,122692,641,0.92,0,905,B0562,"₹ 5,769.00",708.2872928,0,7-Aug-24
563,10,IF2,Melting,Zone C,123297,605,0.92,0,888,B0563,"₹ 5,445.00",681.3063063,0,7-Aug-24
566,13,IF2,Melting,Zone B,125038,582,0.92,0,863,B0566,"₹ 4,074.00",674.391657,0,7-Aug-24
568,15,IF2,Melting,Zone B,126256,603,0.92,0,926,B0568,"₹ 4,221.00",651.187905,0,7-Aug-24
574,21,IF2,Melting,Zone D,129804,607,0.92,0,977,B0574,"₹ 6,677.00",621.2896622,0,7-Aug-24
581,4,IF2,Melting,Zone A,133953,596,0.92,0,862,B0581,"₹ 2,980.00",691.4153132,0,8-Aug-24
582,5,IF2,Melting,Zone A,134588,635,0.92,0,869,B0582,"₹ 3,175.00",730.7249712,0,8-Aug-24
583,6,IF2,Melting,Zone B,135151,563,0.92,0,858,B0583,"₹ 3,941.00",656.1771562,0,8-Aug-24
